MEETVERANTWOORDELIJKE,NETBEHEERDER,NETGEBIED,STRAATNAAM,POSTCODE_VAN,POSTCODE_TOT,WOONPLAATS,LANDCODE,PRODUCTSOORT,VERBRUIKSSEGMENT,Aantal Aansluitingen,%Leveringsrichting,%Fysieke status,%Defintieve aansl (NRM),%Soort aansluiting,Soort aansluiting Naam,SJV,%SJV laag tarief,%Slimme Meter,Gemiddeld aantal telwielen,longitude,latitude
,Liander N.V. (NW),,Rustenburgerstraat,1072HH,1072HH,AMSTERDAM,NL,ELK,KVB,44,1.0,0.9773000000000001,1.0,0.73,1x35,1663,0.5909,0.5909,1.2,52.35144498,4.890687867
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072HJ,1072HJ,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.66,1x35,1580,0.6857,0.6857,1.1,52.3513633,4.889936754
Liander N.V.,Liander N.V. (NW),,Rustenburgerstraat,1072HK,1072HK,AMSTERDAM,NL,ELK,KVB,24,1.0,0.8332999999999999,1.0,0.58,1x35,8802,0.5417000000000001,0.375,1.2,52.35124931,4.888885085
,Liander N.V. (NW),,Dusartstraat,1072HL,1072HL,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.86,1x25,2216,0.23809999999999998,0.1429,1.2,52.3529007,4.889226542
Liander N.V.,Liander N.V. (NW),,Dusartstraat,1072HM,1072HM,AMSTERDAM,NL,ELK,KVB,36,1.0,0.9444,1.0,0.64,1x35,4452,0.22219999999999998,0.19440000000000002,1,52.35216892,4.889464973
Liander N.V.,Liander N.V. (NW),,Dusartstraat,1072HN,1072HN,AMSTERDAM,NL,ELK,KVB,56,1.0,0.9464,1.0,0.46,1x35,1935,0.2321,0.2143,1,52.35153633,4.889515767
,Liander N.V. (NW),,Dusartstraat,1072HP,1072HP,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.63,1x25,1674,0.23329999999999998,0.23329999999999998,1,52.35099155,4.889367101
,Liander N.V. (NW),,Dusartstraat,1072HR,1072HR,AMSTERDAM,NL,ELK,KVB,28,1.0,1.0,1.0,0.86,1x25,1964,0.2857,0.2143,1.1,52.3527905,4.888925415
Liander N.V.,Liander N.V. (NW),,Dusartstraat,1072HS,1072HS,AMSTERDAM,NL,ELK,KVB,44,1.0,0.8864,1.0,0.39,1x25,2274,0.3864,0.3636,1,52.35209843,4.8891584
Liander N.V.,Liander N.V. (NW),,Dusartstraat,1072HT,1072HT,AMSTERDAM,NL,ELK,KVB,43,1.0,0.9534999999999999,1.0,0.53,1x25,1791,0.13949999999999999,0.11630000000000001,1,52.35150478,4.889208202
,Liander N.V. (NW),,Dusartstraat,1072HV,1072HV,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.61,1x35,1570,0.4167,0.4167,1,52.35087473,4.888830399
Liander N.V.,Liander N.V. (NW),,Cornelis Trooststraat,1072JA,1072JA,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9737,1.0,0.47,1x25,2976,0.47369999999999995,0.3947,1.1,52.35056222,4.887621673
,Liander N.V. (NW),,Cornelis Trooststraat,1072JB,1072JB,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.5,1x35,2001,0.7333,0.7333,1.1,52.35063179,4.888277979
,Liander N.V. (NW),,Cornelis Trooststraat,1072JC,1072JC,AMSTERDAM,NL,ELK,KVB,46,1.0,0.9783,1.0,0.74,1x25,2535,0.2826,0.2826,1,52.3507405,4.889466195
,Liander N.V. (NW),,Cornelis Trooststraat,1072JD,1072JD,AMSTERDAM,NL,ELK,KVB,47,0.9787,0.9573999999999999,1.0,0.77,1x25,1961,0.2553,0.21280000000000002,1,52.35078751,4.890266377
Liander N.V.,Liander N.V. (NW),,Cornelis Trooststraat,1072JE,1072JE,AMSTERDAM,NL,ELK,KVB,47,1.0,0.9362,1.0,0.47,1x35,1899,0.5318999999999999,0.4894,1.1,52.35034863,4.88741089
Liander N.V.,Liander N.V. (NW),,Cornelis Trooststraat,1072JG,1072JG,AMSTERDAM,NL,ELK,KVB,55,1.0,0.9455,1.0,0.49,1x35,1457,0.6364,0.6,1.1,52.35046059,4.888473377
Liander N.V.,Liander N.V. (NW),,Cornelis Trooststraat,1072JH,1072JH,AMSTERDAM,NL,ELK,KVB,41,1.0,0.9512,1.0,0.49,1x35,2844,0.6098,0.6098,1.1,52.35053758,4.889383595
,Liander N.V. (NW),,Cornelis Troostplein,1072JJ,1072JJ,AMSTERDAM,NL,ELK,KVB,48,1.0,0.8332999999999999,1.0,0.63,1x25,6090,0.1875,0.125,1,52.35100001,4.891794614
,Liander N.V. (NW),,Cornelis Troostplein,1072JK,1072JK,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9737,1.0,0.63,1x25,3937,0.18420000000000003,0.10529999999999999,1.1,52.35097128,4.890929745
,Liander N.V. (NW),,Lutmastraat,1072JL,1072JL,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9487000000000001,1.0,0.54,1x25,2524,0.23079999999999998,0.2564,1,52.3506987,4.89244133
,Liander N.V. (NW),,Lutmastraat,1072JM,1072JM,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,1.0,1x25,1695,0.09519999999999999,0.09519999999999999,1,52.35064063,4.893384984
,Liander N.V. (NW),,Lutmastraat,1072JN,1072JN,AMSTERDAM,NL,ELK,KVB,17,1.0,1.0,1.0,0.94,1x25,1462,0.0588,0.0588,1,52.35062353,4.893810812
,Liander N.V. (NW),,Lutmastraat,1072JP,1072JP,AMSTERDAM,NL,ELK,KVB,20,1.0,0.9,1.0,0.65,1x25,1752,0.25,0.15,1.1,52.35059842,4.89418389
,Liander N.V. (NW),,Lutmastraat,1072JR,1072JR,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9743999999999999,1.0,0.79,1x25,1716,0.359,0.359,1,52.35042299,4.892427668
,Liander N.V. (NW),,Pijnackerstraat,1072JS,1072JS,AMSTERDAM,NL,ELK,KVB,10,1.0,0.3,1.0,0.3,3x25,7186,0.4,0.1,1.5,52.35030121,4.890504768
,Liander N.V. (NW),,Vredeskerkplein,1072JT,1072JT,AMSTERDAM,NL,ELK,KVB,50,1.0,0.98,1.0,0.6,1x25,3545,0.14,0.04,1.1,52.35029675,4.889576785
,Liander N.V. (NW),,Pijnackerstraat,1072JV,1072JV,AMSTERDAM,NL,ELK,KVB,39,0.9487000000000001,0.9743999999999999,1.0,0.69,1x25,2183,0.0513,0.0,1.1,52.34997528,4.888850926
Liander N.V.,Liander N.V. (NW),,Van Hilligaertstraat,1072JW,1072JW,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9143000000000001,1.0,0.46,1x25,2562,0.3143,0.2857,1,52.34987112,4.887300887
,Liander N.V. (NW),,Van Hilligaertstraat,1072JX,1072JX,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9231,1.0,0.56,1x25,3330,0.1282,0.1026,1,52.34980054,4.888914025
,Liander N.V. (NW),,Van Hilligaertstraat,1072JZ,1072JZ,AMSTERDAM,NL,ELK,KVB,46,1.0,0.9565,1.0,0.76,1x25,1990,0.087,0.0652,1,52.34958372,4.887391068
,Liander N.V. (NW),,Van Hilligaertstraat,1072KA,1072KA,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.9,1x25,1919,0.0,0.0,1,52.34950852,4.888325181
,Liander N.V. (NW),,Pienemanstraat,1072KD,1072KE,AMSTERDAM,NL,ELK,KVB,32,1.0,1.0,1.0,1.0,1x25,1802,0.0,0.0,1,52.34902263,4.889182935
,Liander N.V. (NW),,Pienemanstraat,1072KG,1072KH,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.91,1x25,1825,0.0435,0.0435,1,52.34929973,4.888765733
,Liander N.V. (NW),,Vincent van Goghstraat,1072KJ,1072KJ,AMSTERDAM,NL,ELK,KVB,25,1.0,1.0,1.0,0.92,1x25,2547,0.12,0.0,1.1,52.34926415,4.887750945
,Liander N.V. (NW),,Vincent van Goghstraat,1072KK,1072KK,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.92,1x25,2204,0.0,0.0,1.1,52.34920948,4.888454867
,Liander N.V. (NW),,Vincent van Goghstraat,1072KN,1072KN,AMSTERDAM,NL,ELK,KVB,26,1.0,1.0,1.0,1.0,1x25,1740,0.0385,0.0385,1,52.34906627,4.887394113
,Liander N.V. (NW),,Vincent van Goghstraat,1072KP,1072KP,AMSTERDAM,NL,ELK,KVB,23,1.0,1.0,1.0,0.96,1x25,1917,0.0435,0.0,1,52.34899921,4.888198793
,Liander N.V. (NW),,Pienemanstraat,1072KV,1072KV,AMSTERDAM,NL,ELK,KVB,22,1.0,0.9545,1.0,0.82,1x25,1900,0.1364,0.0909,1.1,52.34882931,4.888733101
,Liander N.V. (NW),,Vincent van Goghstraat,1072KW,1072KW,AMSTERDAM,NL,ELK,KVB,30,1.0,0.9667,1.0,0.93,1x25,1669,0.23329999999999998,0.23329999999999998,1,52.34893715,4.889826898
,Liander N.V. (NW),,Vincent van Goghstraat,1072KX,1072KX,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.97,1x25,1701,0.0,0.0,1,52.3491421,4.889848388
,Liander N.V. (NW),,Vincent van Goghstraat,1072KZ,1072KZ,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.86,1x25,1847,0.0909,0.0455,1,52.34909726,4.890687644
,Liander N.V. (NW),,Ferdinand Bolstraat,1072LA,1072LA,AMSTERDAM,NL,ELK,KVB,28,1.0,0.8929,1.0,0.36,3x25,17427,0.4643,0.35710000000000003,1.3,52.35653855,4.890765506
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LB,1072LB,AMSTERDAM,NL,ELK,KVB,74,1.0,0.8108,1.0,0.38,1x35,7021,0.2432,0.1351,1.2,52.35568854,4.890643179
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LC,1072LC,AMSTERDAM,NL,ELK,KVB,80,1.0,0.5375,1.0,0.41,3x25,6772,0.5125,0.4375,1.1,52.35443911,4.890690406
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LD,1072LD,AMSTERDAM,NL,ELK,KVB,28,1.0,0.8929,1.0,0.43,1x25,9693,0.6786,0.5,1.3,52.35363983,4.891018963
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LE,1072LE,AMSTERDAM,NL,ELK,KVB,32,1.0,0.9063,1.0,0.38,3x25,7084,0.5938,0.4375,1.4,52.35311732,4.891213168
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LG,1072LG,AMSTERDAM,NL,ELK,KVB,47,1.0,0.5957,1.0,0.4,1x25,7536,0.2553,0.1702,1.1,52.35222074,4.891505633
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LH,1072LH,AMSTERDAM,NL,ELK,KVB,105,0.9904999999999999,0.9619,1.0,0.76,1x25,3168,0.2095,0.16190000000000002,1.1,52.35040798,4.891824541
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LJ,1072LJ,AMSTERDAM,NL,ELK,KVB,35,1.0,0.8286,1.0,0.29,1x35,10765,0.4286,0.2286,1.3,52.35728035,4.890562257
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LK,1072LK,AMSTERDAM,NL,ELK,KVB,28,1.0,0.9643,1.0,0.5,1x25,9202,0.2143,0.17859999999999998,1.1,52.35648692,4.890449289
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LL,1072LL,AMSTERDAM,NL,ELK,KVB,66,1.0,0.7121,1.0,0.41,3x25,4878,0.4242,0.3182,1.2,52.35593113,4.890358042
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LM,1072LM,AMSTERDAM,NL,ELK,KVB,60,1.0,0.8,1.0,0.47,1x25,5307,0.3,0.0333,1.2,52.35531531,4.890040171
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LN,1072LN,AMSTERDAM,NL,ELK,KVB,50,1.0,0.9,1.0,0.46,1x25,5865,0.4,0.3,1.2,52.35438069,4.890326455
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LP,1072LP,AMSTERDAM,NL,ELK,KVB,27,1.0,0.963,1.0,0.59,1x25,6143,0.7406999999999999,0.6667000000000001,1.3,52.35364994,4.890622038
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072LR,1072LR,AMSTERDAM,NL,ELK,KVB,55,1.0,0.7454999999999999,1.0,0.36,1x25,7945,0.5091,0.3636,1.2,52.35314618,4.890811526
,Liander N.V. (NW),,Ferdinand Bolstraat,1072LS,1072LS,AMSTERDAM,NL,ELK,KVB,21,1.0,0.8095,1.0,0.62,1x25,8778,0.1905,0.047599999999999996,1.1,52.3523339,4.891116593
,Liander N.V. (NW),,Ferdinand Bolstraat,1072LT,1072LT,AMSTERDAM,NL,ELK,KVB,53,1.0,0.9623,1.0,0.43,1x35,4893,0.5094,0.41509999999999997,1.2,52.3517662,4.891178684
,Liander N.V. (NW),,Ferdinand Bolstraat,1072LV,1072LV,AMSTERDAM,NL,ELK,KVB,25,1.0,0.88,1.0,0.48,1x25,3866,0.48,0.36,1.2,52.35119573,4.89120696
,Liander N.V. (NW),,Ferdinand Bolstraat,1072LW,1072LZ,AMSTERDAM,NL,ELK,KVB,43,1.0,0.8837,1.0,0.79,1x25,5828,0.3721,0.3256,1,52.3537176,4.888607818
Liander N.V.,Liander N.V. (NW),,Ferdinand Bolstraat,1072MA,1072MB,AMSTERDAM,NL,ELK,KVB,18,1.0,0.9444,1.0,0.89,1x25,1873,0.9444,0.8889,,52.35347121,4.888907865
,Liander N.V. (NW),,Ferdinand Bolstraat,1072ME,1072ME,AMSTERDAM,NL,ELK,KVB,18,1.0,0.8889,1.0,0.72,1x25,1767,0.0556,0.0556,1,52.34922268,4.891135371
,Liander N.V. (NW),,Ferdinand Bolstraat,1072MG,1072MG,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.92,1x25,2163,0.0,0.0,1,52.34874852,4.891074726
Liander N.V.,Liander N.V. (NW),,Marie Heinekenplein,1072MH,1072MH,AMSTERDAM,NL,ELK,KVB,12,1.0,0.75,1.0,0.58,3x25,22232,0.5,0.16670000000000001,1.4,52.357238,4.891691602
,Liander N.V. (NW),,Marie Heinekenplein,1072MK,1072MK,AMSTERDAM,NL,ELK,KVB,45,1.0,1.0,1.0,1.0,1x35,2595,0.0667,0.0667,1,52.35717109,4.891798716
,Liander N.V. (NW),,Marie Heinekenplein,1072ML,1072ML,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.95,1x35,2252,0.047599999999999996,0.047599999999999996,1,52.35719028,4.891743163
,Liander N.V. (NW),,Marie Heinekenplein,1072MN,1072MN,AMSTERDAM,NL,ELK,KVB,42,1.0,1.0,1.0,0.95,1x35,2437,0.047599999999999996,0.047599999999999996,1,52.35718665,4.891743553
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NA,1072NA,AMSTERDAM,NL,ELK,KVB,38,1.0,0.5789,1.0,0.58,1x35,1621,0.5263,0.5,1.3,52.3536927,4.88763922
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NB,1072NB,AMSTERDAM,NL,ELK,KVB,35,1.0,0.9714,1.0,0.94,1x25,2102,0.9429000000000001,0.9429000000000001,1,52.35384864,4.888660034
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NC,1072NC,AMSTERDAM,NL,ELK,KVB,15,1.0,1.0,1.0,0.93,1x25,3105,0.0,0.0,1,52.35400425,4.889679042
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072ND,1072ND,AMSTERDAM,NL,ELK,KVB,14,1.0,1.0,1.0,0.93,1x25,2647,0.0,0.0,1,52.3540459,4.889661799
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NE,1072NE,AMSTERDAM,NL,ELK,KVB,35,1.0,0.6,1.0,0.51,1x35,2988,0.3143,0.2857,1,52.35407801,4.89015557
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NG,1072NG,AMSTERDAM,NL,ELK,KVB,50,1.0,0.92,1.0,0.62,1x25,1371,0.5,0.48,1,52.35426413,4.891386227
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NH,1072NH,AMSTERDAM,NL,ELK,KVB,50,1.0,0.94,1.0,0.76,1x25,1473,0.66,0.66,1,52.35436394,4.892044698
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NJ,1072NJ,AMSTERDAM,NL,ELK,KVB,56,1.0,1.0,1.0,0.63,1x25,1598,0.7321,0.6964,1.1,52.35448283,4.892834364
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NK,1072NK,AMSTERDAM,NL,ELK,KVB,58,1.0,0.7585999999999999,1.0,0.57,1x25,1907,0.569,0.569,1.1,52.35349038,4.887715457
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NL,1072NL,AMSTERDAM,NL,ELK,KVB,55,1.0,0.9818000000000001,1.0,0.96,1x25,2553,0.9455,0.9091,1.3,52.35361127,4.888616767
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NM,1072NM,AMSTERDAM,NL,ELK,KVB,23,1.0,0.7826000000000001,1.0,0.57,3x25,2230,0.3478,0.3478,1,52.35376269,4.889458737
Liander N.V.,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NN,1072NN,AMSTERDAM,NL,ELK,KVB,54,1.0,0.7037,1.0,0.48,3x25,2467,0.40740000000000004,0.3519,1.1,52.35386216,4.890100926
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NP,1072NP,AMSTERDAM,NL,ELK,KVB,35,1.0,1.0,1.0,0.51,1x25,3219,0.6857,0.6857,1,52.35406696,4.891389931
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NR,1072NR,AMSTERDAM,NL,ELK,KVB,30,1.0,1.0,1.0,0.63,1x25,2028,1.0,0.9667,2,52.35416263,4.891999197
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NS,1072NS,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.67,1x25,1700,0.9167000000000001,0.9167000000000001,1,52.35423818,4.892497107
,Liander N.V. (NW),,Eerste Jan Steenstraat,1072NT,1072NT,AMSTERDAM,NL,ELK,KVB,37,1.0,1.0,1.0,0.76,1x25,1496,0.7568,0.7568,1,52.35432656,4.893068968
,Liander N.V. (NW),,Eerste van der Helststr,1072NV,1072NV,AMSTERDAM,NL,ELK,KVB,16,1.0,0.9375,1.0,0.5,1x25,17943,0.375,0.1875,1.3,52.35651975,4.892465919
,Liander N.V. (NW),,1e Van der Helststraat,1072NX,1072NX,AMSTERDAM,NL,ELK,KVB,38,1.0,0.7631999999999999,1.0,0.45,1x25,10239,0.4474,0.3421,1.3,52.35537219,4.893021484
,Liander N.V. (NW),,1e Van der Helststraat,1072NZ,1072NZ,AMSTERDAM,NL,ELK,KVB,44,1.0,0.9773000000000001,1.0,0.57,1x25,7643,0.6136,0.5455,1.2,52.35476596,4.89332718
Liander N.V.,Liander N.V. (NW),,Sarphatipark,1072PA,1072PA,AMSTERDAM,NL,ELK,KVB,45,1.0,0.8443999999999999,1.0,0.49,3x25,6379,0.5333,0.44439999999999996,1.1,52.35417815,4.893742357
,Liander N.V. (NW),,Sarphatipark,1072PB,1072PB,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9473999999999999,1.0,0.74,1x25,3414,0.31579999999999997,0.2632,1.1,52.35360095,4.894145171
Liander N.V.,Liander N.V. (NW),,2e van der Helststraat,1072PC,1072PC,AMSTERDAM,NL,ELK,KVB,41,1.0,0.9268000000000001,1.0,0.54,1x25,5542,0.19510000000000002,0.122,1.1,52.35278687,4.894658438
Liander N.V.,Liander N.V. (NW),,Tweede van der Helststr,1072PD,1072PD,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9743999999999999,1.0,0.56,1x25,3557,0.23079999999999998,0.1282,1.1,52.35223387,4.894717604
Liander N.V.,Liander N.V. (NW),,Tweede van der Helststr,1072PE,1072PE,AMSTERDAM,NL,ELK,KVB,33,1.0,0.9091,1.0,0.76,1x25,3278,0.2727,0.24239999999999998,1,52.3509824,4.89448633
,Liander N.V. (NW),,2e Van der Helststraat,1072PG,1072PG,AMSTERDAM,NL,ELK,KVB,12,1.0,1.0,1.0,0.67,1x25,10796,0.3333,0.3333,1,52.3504224,4.894432383
Liander N.V.,Liander N.V. (NW),,Van der Helstplein,1072PH,1072PH,AMSTERDAM,NL,ELK,KVB,36,1.0,0.8611,1.0,0.5,1x35,4011,0.3611,0.2778,1.1,52.35171164,4.894510322
,Liander N.V. (NW),,Lutmastraat,1072PJ,1072PJ,AMSTERDAM,NL,ELK,KVB,48,1.0,1.0,1.0,0.85,1x25,2387,0.0625,0.0417,1,52.35038383,4.893720077
,Liander N.V. (NW),,Van Hilligaertstraat,1072PL,1072PL,AMSTERDAM,NL,ELK,KVB,31,1.0,0.9677,1.0,0.9,1x25,1686,0.0323,0.0323,1,52.34947383,4.889537977
,Liander N.V. (NW),,Van Hilligaertstraat,1072PM,1072PM,AMSTERDAM,NL,ELK,KVB,29,1.0,0.9655,1.0,0.93,1x25,1652,0.0345,0.0345,1,52.34943472,4.890238706
,Liander N.V. (NW),,Van Hilligaertstraat,1072PN,1072PN,AMSTERDAM,NL,ELK,KVB,20,1.0,1.0,1.0,0.95,1x25,1438,0.0,0.0,1,52.34940765,4.890839078
,Liander N.V. (NW),,Avercampstraat,1072RA,1072RA,AMSTERDAM,NL,ELK,KVB,39,1.0,1.0,1.0,0.95,1x25,2352,0.07690000000000001,0.07690000000000001,1,52.35017665,4.893100574
,Liander N.V. (NW),,Avercampstraat,1072RB,1072RB,AMSTERDAM,NL,ELK,KVB,34,1.0,1.0,1.0,0.91,1x25,2145,0.0588,0.0294,1,52.35005667,4.892735561
,Liander N.V. (NW),,Lizzy Ansinghstraat,1072RC,1072RC,AMSTERDAM,NL,ELK,KVB,22,1.0,1.0,1.0,0.82,1x25,1857,0.1818,0.0909,1.1,52.34983964,4.892265873
,Liander N.V. (NW),,Lizzy Ansinghstraat,1072RD,1072RD,AMSTERDAM,NL,ELK,KVB,40,0.975,0.975,1.0,0.88,1x25,2818,0.075,0.075,1,52.34960863,4.892408604
,Liander N.V. (NW),,Lizzy Ansinghstraat,1072RE,1072RE,AMSTERDAM,NL,ELK,KVB,49,1.0,0.9795999999999999,1.0,0.86,1x25,1957,0.061200000000000004,0.0204,1,52.34997979,4.893713215
,Liander N.V. (NW),,Jozef Israelskade,1072RS,1072RS,AMSTERDAM,NL,ELK,KVB,33,1.0,1.0,1.0,0.79,1x25,1735,0.12119999999999999,0.0909,1,52.34877565,4.887171875
,Liander N.V. (NW),,Jozef Israelskade,1072RT,1072RT,AMSTERDAM,NL,ELK,KVB,24,1.0,1.0,1.0,0.79,1x25,1647,0.25,0.20829999999999999,1.1,52.34869544,4.88795308
,Liander N.V. (NW),,Jozef Israelskade,1072RV,1072RV,AMSTERDAM,NL,ELK,KVB,23,1.0,0.9565,1.0,0.78,1x25,1804,0.087,0.0435,1,52.34866038,4.888715674
,Liander N.V. (NW),,Jozef Israelskade,1072RW,1072RW,AMSTERDAM,NL,ELK,KVB,39,1.0,0.9743999999999999,1.0,0.97,1x25,1533,0.0256,0.0256,1,52.34860426,4.889759218
,Liander N.V. (NW),,Jozef Israelskade,1072RX,1072RX,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9473999999999999,1.0,0.84,1x25,1901,0.10529999999999999,0.0789,1,52.34854581,4.890706983
,Liander N.V. (NW),,Jozef Israelskade AB,1072RZ,1072SC,AMSTERDAM,NL,ELK,KVB,31,1.0,0.871,1.0,0.68,1x25,2185,0.1935,0.0968,1.1,52.3510269,4.892875136
Liander N.V.,Liander N.V. (NW),,Karel du Jardinstraat,1072SE,1072SE,AMSTERDAM,NL,ELK,KVB,39,1.0,0.8718,1.0,0.38,1x35,1719,0.2821,0.3077,1,52.35124182,4.893398655
Liander N.V.,Liander N.V. (NW),,Karel du Jardinstraat,1072SG,1072SG,AMSTERDAM,NL,ELK,KVB,29,1.0,0.7931,1.0,0.59,1x25,6889,0.2069,0.0345,1,52.35135524,4.89418429
,Liander N.V. (NW),,Karel du Jardinstraat,1072SH,1072SH,AMSTERDAM,NL,ELK,KVB,21,1.0,1.0,1.0,0.95,1x25,2406,0.047599999999999996,0.047599999999999996,1,52.35090416,4.893214732
,Liander N.V. (NW),,Karel du Jardinstraat,1072SJ,1072SJ,AMSTERDAM,NL,ELK,KVB,27,1.0,0.963,1.0,0.89,1x25,2197,0.1481,0.0741,1,52.35110714,4.893756512
,Liander N.V. (NW),,Karel du Jardinstraat,1072SK,1072SK,AMSTERDAM,NL,ELK,KVB,13,1.0,1.0,1.0,0.38,1x25,2181,0.3846,0.46149999999999997,1.1,52.3511772,4.894276113
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SL,1072SL,AMSTERDAM,NL,ELK,KVB,50,1.0,0.94,1.0,0.58,1x35,2154,0.7,0.7,1,52.35169808,4.887446395
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SM,1072SM,AMSTERDAM,NL,ELK,KVB,52,0.9808,0.8077,1.0,0.5,1x35,1538,0.057699999999999994,0.0385,1.1,52.35175805,4.887958411
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SN,1072SN,AMSTERDAM,NL,ELK,KVB,74,1.0,0.6622,1.0,0.43,3x25,2442,0.2568,0.2162,1.1,52.35189665,4.888977011
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SP,1072SP,AMSTERDAM,NL,ELK,KVB,56,0.9821,0.4464,1.0,0.55,3x25,2166,0.035699999999999996,0.0179,1.1,52.35208247,4.890295673
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SR,1072SR,AMSTERDAM,NL,ELK,KVB,38,1.0,0.7631999999999999,1.0,0.53,1x35,1835,0.3947,0.36840000000000006,1.1,52.35213609,4.890828589
,Liander N.V. (NW),,Van Ostadestraat,1072ST,1072ST,AMSTERDAM,NL,ELK,KVB,37,1.0,0.8919,1.0,0.76,1x35,1924,0.6215999999999999,0.5405,1,52.35241231,4.892868668
,Liander N.V. (NW),,Van Ostadestraat,1072SV,1072SV,AMSTERDAM,NL,ELK,KVB,36,1.0,1.0,1.0,0.97,1x35,1775,0.19440000000000002,0.16670000000000001,1,52.35248224,4.893424095
,Liander N.V. (NW),,Van Ostadestraat,1072SW,1072SW,AMSTERDAM,NL,ELK,KVB,54,0.9815,0.9259000000000001,1.0,0.56,1x35,1989,0.42590000000000006,0.3889,1,52.35257479,4.89421585
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SX,1072SX,AMSTERDAM,NL,ELK,KVB,61,0.9672,0.9344,1.0,0.57,1x25,1470,0.2787,0.2459,1.1,52.3514819,4.887306059
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072SZ,1072SZ,AMSTERDAM,NL,ELK,KVB,38,1.0,0.9737,1.0,0.74,1x25,1245,0.15789999999999998,0.1316,1,52.35158345,4.88808857
Liander N.V.,Liander N.V. (NW),,Van Ostadestraat,1072TA,1072TA,AMSTERDAM,NL,ELK,KVB,48,1.0,0.9582999999999999,1.0,0.73,1x25,1962,0.1875,0.1458,1.1,52.35166819,4.888793834
,Liander N.V. (NW),,Van Ostadestraat,1072TB,1072TB,AMSTERDAM,NL,ELK,KVB,51,1.0,0.902,1.0,0.55,1x25,1410,0.2157,0.2157,1,52.35183223,4.890005083
